id,section_id,days,times,locations,instructors,term,title,number,code,name
2683,229889205,{Varies},"{""""}","{""""}","{""Rigby, D.L.""}",20W,Honors Research in International Development Studies,198B,INTL DV,International Development Studies
5342,542221200,"{""Not scheduled""}","{""""}","{""""}","{""Rubin, Y.F.""}",20W,Seminar: Research in Organic Chemistry--Fullerene Chemistry and Materials Science,235I,CHEM,Chemistry and Biochemistry
2453,679326220,{TF},{10am-11:50am},"{""Orthopaedic Hospital Research Center 301""}","{""Hartenstein, V."",""Lyons, K.M.""}",20W,Concepts in Molecular Biosciences: Genetic Control of Morphogenesis and Neuronal Wiring in Central Nervous System,254C,MOL BIO,Molecular Biology
4388,269853201,"{""Not scheduled""}","{""""}","{""""}","{""Coller, H.A."",""Long, J.A.""}",20W,Undergraduate Practicum: CityLab,192B,MCD BIO,"Molecular, Cell, and Developmental Biology"
1055,638609200,{TR},{9am-11:50am},"{""Melnitz Hall 2410""}","{""Flanagan, K.M."",""Liang, Z.""}",20W,Advanced Documentary Workshop,C403B,FILM TV,Film and Television
3075,432019204,"{F,W}","{11am-12:50pm,11am-12:50pm}","{""Schoenberg Music Building B431"",""Schoenberg Music Building B425""}","{""Milburn, D.S.""}",20W,Introduction to Musicianship,M6B,MUSCLG,Musicology
272,650234200,{TR},{10am-11:50am},"{""Boelter Hall 9436""}","{""Wong, G.C.""}",20W,Biomolecular Materials Science I,C239A,BIOENGR,Bioengineering
4349,111865202,{W},{4:30pm-5:20pm},"{""Haines Hall 310""}","{""Fox, M.M.""}",20W,Research Group Seminars: Anthropology,194,ANTHRO,Anthropology
4158,660547210,{T},{7:10pm-10pm},"{""Gold Hall B117""}","{""Holmes, C.M.""}",20W,Special Topics in Management: Applying Science of Happiness to Life Design,298D,MGMT,Management
4064,657003201,{W},{4pm-6:50pm},"{""Rolfe Hall 3115""}","{""Buswell, R.E.""}",20W,Proseminar: Approaches to Buddhist Studies,201,ASIAN,Asian
3345346,221854201,{Varies},"{""""}","{""""}","{""Mcbride, J.""}",20W,Honors Research in History,198B,HIST,History
118,145876206,{Varies},"{""""}","{""""}","{""Lusis, A.J.""}",20W,"Research Apprenticeship I in Microbiology, Immunology, and Molecular Genetics",196A,MIMG,"Microbiology, Immunology, and Molecular Genetics"
1178,328888213,{Varies},"{""""}","{""""}","{""Sandhofer, C.M.""}",20W,Honors Research in Psychology,198,PSYCH,Psychology
303,662561210,{F},{4pm-4:50pm},"{""Mathematical Sciences 6201""}","{""Sharifi, R.T.""}",20W,Research Seminar: Number Theory,296B,MATH,Mathematics
3967,511526200,{T},{9am-11:50am},"{""Haines Hall 314""}","{""Kroskrity, P.V.""}",20W,Native American Languages and Discourses of Indigeneity,M255,ANTHRO,Anthropology
1957,747569205,"{""Not scheduled""}","{""""}","{""""}","{""Waldinger, R.""}",20W,Working Group in Sociology,295,SOCIOL,Sociology
2525751,328878219,{Varies},"{""""}","{""""}","{""Harris, J.A.""}",20W,Research Apprenticeship in Cognitive Science,196B,PSYCH,Psychology
2266,111342200,{MW},{11am-12:15pm},"{""Fowler Museum at UCLA A139""}","{""Li, M.""}",20W,Archaeological Landscapes of China,M116R,ANTHRO,Anthropology
2402,438600200,{TR},{9am-10:50am},"{""Dodd Hall 175""}","{""Peterson, S.M."",TA}",20W,Methodologies in Communication Research,150,COMM,Communication
838,238798200,{T},{7pm-9:50pm},"{""Public Affairs Building 2214""}","{""Williamson, G.P.""}",20W,Producing I: Film and Television Development,183A,FILM TV,Film and Television
1162,324699201,{TR},{3:30pm-4:45pm},"{""Haines Hall 118""}","{""Roberts, T.L.""}",20W,Special Studies in Comparative Politics: Authoritarian Politics,169,POL SCI,Political Science
3745,756390201,{TR},{1pm-3:50pm},"{""Melnitz Hall 1473A""}","{""Lopez, I.""}",20W,Production Project in Direction for Stage,263,THEATER,Theater
2085,252023260,{TR},{11am-12:15pm},"{""Franz Hall 1178""}","{""Kane, T.L.""}",20W,"Genetics, Evolution, and Ecology",7B,LIFESCI,Life Sciences
3129,262206220,{MWF},{12pm-12:50pm},"{""Mathematical Sciences 4000A""}","{""Manning, J.A.""}",20W,Calculus of Several Variables,32A,MATH,Mathematics
5458,595576225,{Varies},"{""""}","{""""}","{""Wu, B.M.""}",20W,Seminar: Advanced Topics in Materials Science and Engineering,296,MAT SCI,Materials Science and Engineering
4355,128858213,"{""Not scheduled""}","{""""}","{""""}","{""Jacobs, D.K.""}",20W,Journal Club Seminars: Ecology and Evolutionary Biology,193,EE BIOL,Ecology and Evolutionary Biology
3676,545555228,"{""Not scheduled""}","{""""}","{""""}","{""Hoffmann, A.""}",20W,"Seminar: Research Topics in Microbiology, Immunology, and Molecular Genetics",296,MIMG,"Microbiology, Immunology, and Molecular Genetics"
3868803,324835204,{Varies},"{""""}","{""""}","{""Posner, D.N.""}",20W,Honors Contracts,189HC,POL SCI,Political Science
5081,431574200,{Varies},"{""""}","{""""}","{""Dimond, T.A.""}",20W,Advanced Instrumental Studio: Percussion,160J,MUSC,Music
2343,121872201,{Varies},"{""""}","{""""}","{""Woo, B.K.""}",20W,Community or Corporate Internships in Asian American Studies,195,ASIA AM,Asian American Studies
4413,595126200,{TR},{2pm-3:50pm},"{""Boelter Hall 9436""}","{""Streit, D.C.""}",20W,Science of Electronic Materials,221,MAT SCI,Materials Science and Engineering
5444,660276201,{R},{1pm-3:50pm},"{""Cornell Hall D313""}","{""Delmas, M.A.""}",20W,Business and Environment,246A,MGMT,Management
5883835,747509200,{M},{12pm-2:50pm},"{""Rolfe Hall 3120""}","{""Hernandez-Leon, R.""}",20S,"Special Topics in Sociology: Migration Industry: Facilitation, Control, and Rescue",285B,SOCIOL,Sociology
10581052,447290202,{M},{3:30pm-6:20pm},"{""Bunche Hall 2168""}","{""The Staff"",""Higbie, F.T.""}",20S,Introduction to Labor Studies Research: Social Movement Organizing and Higher Education,97,LBR STD,Labor Studies
5879723,221289202,{T},{11am-1:50pm},"{""Haines Hall A78""}","{""Lorenz, F.W."",""Hudson, P.J.""}",20S,Introduction to Historical Practice: Seminar 2  ,96W,HIST,History
5883409,702029200,{R},{8am-10:20am},"{""Factor Health Sciences Building A660A""}","{""Lee, E.E."",""The Staff""}",20S,Research Design and Critique,204,NURSING,Nursing
10579113,413057203,{W},{3pm-3:50pm},"{""Public Affairs Building 2325""}","{""Turner, P.A.""}",20S,UCLA Centennial Initiative: Philanthropy and Students,19,AF AMER,African American Studies
5881103,717541201,{M},{1pm-3:50pm},"{""Public Affairs Building 2325""}","{""Weisburst, E.K.""}",20S,Public Policy Variable Topics Seminar: Seminar 2  ,291A,PUB PLC,Public Policy
5878806,547298200,{TR},{4pm-5:50pm},"{""Boelter Hall 5249""}","{""Mohanty, S.K.""}",20S,Green Infrastructure,C259,C&EE,Civil and Environmental Engineering
5883628,587294280,{Varies},{---},{Online},"{""Wang, W.""}",20S,Current Topics in Data Structures: Lecture 80  ,249,COM SCI,Computer Science
5883106,407371200,{W},{4pm-5:50pm},"{""Royce Hall 166""}","{""Cevik, S.B.""}",20S,Introduction to Experiential Learning Abroad,111B,I A STD,International and Area Studies
5880789,653122200,{T},{1pm-3:50pm},"{""Bunche Hall 1265""}","{""Bumford, D.T.""}",20S,Semantic Theory III,222,LING,Linguistics
5886410,328606200,{MW},{3pm-4:50pm},"{""Franz Hall A279""}","{""Dunkel Schetter, C"",TA}",20S,Research Methods in Health Psychology,151,PSYCH,Psychology
5879716,725792212,"{""Not scheduled""}","{""""}","{""""}","{""Manville, M.K.""}",20S,Field Projects,496,URBN PL,Urban Planning
5885875,263314200,{TR},{11am-12:15pm},"{""Dodd Hall 175""}","{""Sanchez, J.""}",20S,Introduction to Computation and Optimization for Statistics,102B,STATS,Statistics
5886773,719062201,{TR},{8am-9:15am},"{""Public Affairs Building 2278""}","{""Moio, J.A.""}",20S,Foundations of Social Work Practice III,210C,SOC WLF,Social Welfare
5885415,831808200,{Varies},"{""""}","{""""}","{""Pogossian, M."",""Chen, C.B."",""Lysy, A."",""An, J.Y."",""Pegis, J."",""Moller, M.L.""}",20S,Chamber Ensembles: Strings,C485E,MUSC,Music
5879132,221740200,{TR},{3:30pm-4:45pm},"{""Public Affairs Building 2250""}","{""Siegel, S.J.""}",20S,Variable Topics in History of Medicine: Lecture 1  ,179A,HIST,History
5880232,725438200,{W},{2pm-4:50pm},"{""Public Affairs Building 4320B""}","{""Goh, K.""}",20S,Site Planning,273,URBN PL,Urban Planning
5883928,145304200,{TR},{12pm-12:50pm},"{""Young Hall CS24""}","{""Freise, A.C."",""Moberg Parker, J.P""}",20S,Microbiology Laboratory for Professional Schools,100L,MIMG,"Microbiology, Immunology, and Molecular Genetics"
5885891,663498200,{MWF},{1pm-1:50pm},"{""Kinsey Science Teaching Pavilion 1220B""}","{""Christou, N.""}",20S,Statistical Models in Finance,C283,STATS,Statistics
5878725,298855200,{M},{12pm-2:50pm},"{""Gonda (Goldschmied) Neuroscience and Genetics Research Center 2303""}","{""Evans, C.J."",""Romero, R."",""Munier, J.J.""}",20S,Drug Abuse and Society: Conveying Concepts to High School Students,192C,NEUROSC,Neuroscience
5886021,719606209,{MWF},{8am-4:50pm},"{""""}","{""Talley, M.D.""}",20S,Practicum: Social Work,401C,SOC WLF,Social Welfare
5881378,324415200,{MW},{5pm-6:15pm},"{""Haines Hall 118""}","{""Chatterjee, S.""}",20S,World Order,122A,POL SCI,Political Science
5884335,111759200,{TR},{12:30pm-1:45pm},"{""Fowler Museum at UCLA A103B""}","{""Cartmill, E.A.""}",20S,Language Development and Socialization,M152P,ANTHRO,Anthropology
5884958,677576306,"{""Not scheduled""}","{""""}","{""""}","{""Villanueva, C.J.""}",20S,Research Seminar,296,MC&IP,"Molecular, Cellular, and Integrative Physiology"
5887186,680552200,{TR},{9am-10:50am},"{""Center for the Health Sciences 22096""}","{""Nathanson, D.A.""}",20S,"Research Projects, Proposals, and Presentations",292,M PHARM,Molecular and Medical Pharmacology
5879235,142639200,{MTWR},{9am-9:50am},"{""Young Hall 2200""}","{""Clarke, S.G.""}",20S,Biochemistry: Biosynthetic and Energy Metabolism and Its Regulation,153C,CHEM,Chemistry and Biochemistry
5879809,324840200,{F},{1pm-3:50pm},"{""Dodd Hall 162""}","{""James, S.C.""}",20S,Research Design Seminar for Honors Thesis,191H,POL SCI,Political Science
5886105,662469200,{MWF},{12pm-12:50pm},"{""Mathematical Sciences 7608""}","{""Yin, J.""}",20S,Seminar: Probability,285K,MATH,Mathematics
5881100,260001220,{TR},{2pm-3:20pm},"{""Entrepreneurs Hall C314""}","{""Woo, E.A.""}",20S,Principles of Accounting,1A,MGMT,Management
5884099,288370200,{MWF},{10am-11:50am},"{""Bunche Hall 3143""}","{""Martirosyan, H.K.""}",20S,Elementary Modern Eastern Armenian,104C,ARMENIA,Armenian
5879926,725792217,"{""Not scheduled""}","{""""}","{""""}","{""Pierce, G.S.""}",20S,Field Projects,496,URBN PL,Urban Planning
5884014,702683201,{W},{9am-11:50am},"{""Factor Health Sciences Building 4145""}","{""Spruill, M.J."",""The Staff""}",20S,Pediatric Nurse Practitioner Clinical Practicum IV,438D,NURSING,Nursing
5884390,237003201,{Varies},{---},{Online},"{""Delozier, J."",""Lavagnino, C.G.""}",20S,Elementary Italian--Beginning,1,ITALIAN,Italian
5881332,260605201,{W},{4:10pm-7pm},"{""Cornell Hall D307""}","{""Wilson, N.M.""}",20S,Entrepreneurship and Venture Initiation,160,MGMT,Management
5883913,660639202,{U},{9am-3pm},"{""Cornell Hall D301""}","{""Edwards, S.""}",20S,Global Macroeconomy,406,MGMT,Management
5883378,610360220,{Varies},"{""""}","{""""}","{""Kavehpour, H.P.""}",20S,Current Topics in Mechanical Engineering,260,MECH&AE,Mechanical and Aerospace Engineering
5880688,194481202,{TR},{10am-11:50am},"{""Public Affairs Building 2333""}","{""Hitchner, T.A.""}",20S,Specialized Writing: Business and Social Policy,131B,ENGCOMP,English Composition
5881203,191481200,{TR},{2pm-3:50pm},"{""Boelter Hall 5264""}","{""Pattabhi Raman, A."",""Yeung, C.""}",20S,Materials Science of Semiconductors,121,MAT SCI,Materials Science and Engineering
5882814,831378201,{M},{12pm-2:50pm},"{""Renee and David Kaplan Hall A56""}","{""Ho, J.H.""}",20S,Problems in Performance Practices: Classical,261D,MUSC,Music
5885907,157050210,{MWF},{10am-10:50am},"{""Mathematical Sciences 5200""}","{""Cai, H.""}",20S,Introduction to Programming,10A,COMPTNG,Program in Computing
5881503,369314200,{MW},{12pm-1:50pm},"{""Dodd Hall 161""}","{""Sautet, P.""}",20S,Thermodynamics II,102B,CH ENGR,Chemical Engineering
5882866,844240201,{R},{11am-12:50pm},"{""Public Health, School of 61262""}","{""Wong, N.D.""}",20S,Cardiovascular Epidemiology,240,EPIDEM,Epidemiology
5884688,542313200,{R},{4pm-4:50pm},"{""Young Hall 2200""}","{""Spokoyny, A.M.""}",20S,"Methods of Materials Chemistry: Synthesis, Characterization, Physical Properties, Applications, and Devices",249A,CHEM,Chemistry and Biochemistry
5885057,328674200,{MWF},{1pm-2:15pm},"{""Franz Hall 3351""}","{""Liu, Z."",TA}",20S,Cognitive Science Laboratory: Neural Networks,186B,PSYCH,Psychology
5881437,413756200,{R},{5pm-7:50pm},"{""Haines Hall A2""}","{""Vonblum, P.""}",20S,"Race, Racism, and Law",176,AF AMER,African American Studies
5882604,533341200,{TR},{10am-11:20am},"{""Center for the Health Sciences 16145""}","{""Elashoff, D."",""Wang, X.""}",20S,Methodology in Clinical Research II,M260B,BIOMATH,Biomathematics
5878986,430015200,{MW},{9am-10:50am},"{""Schoenberg Music Building 1200""}","{""Mathias, A.M.""}",20S,Music Around World,5,ETHNMUS,Ethnomusicology
5884222,809252201,"{T,R}","{10am-11:50am,10am-11:50am}","{""Public Health, School of 41268"",""Public Health, School of 61269""}","{""Zimmerman, F.J.""}",20S,Determinants of Health,M242,HLT POL,Health Policy and Management
5883720,547568201,{Varies},"{""""}","{""""}","{""Bauchy, M.""}",20S,Advanced Topics in Civil Engineering,296,C&EE,Civil and Environmental Engineering
5884056,547568210,{Varies},"{""""}","{""""}","{""Lettenmaier, D.P.""}",20S,Advanced Topics in Civil Engineering,296,C&EE,Civil and Environmental Engineering
5885270,142290201,{TR},{5pm-6:15pm},"{""Center for the Health Sciences 12077X""}","{""Hasson, T.W."",""Razinia, Z.""}",20S,PEERS Collaborative Learning Workshops for Life Sciences Majors,98XA,CHEM,Chemistry and Biochemistry
5881927,880211101,{MW},{1:45pm-3:10pm},"{""Law Building 1347""}","{""Bergman, P.B.""}",20S,Evidence,211,LAW,Law
5880513,421009203,{TR},{12pm-1:50pm},"{""Renee and David Kaplan Hall A32""}","{TA,""Kudyma, A.""}",20S,Elementary Russian,3,RUSSN,Russian
5884275,238810201,{TR},{2pm-5:50pm},"{""Melnitz Hall 1451B""}","{""Kelly, R.M."",""Denfeld, R.""}",20S,Intermediate Undergraduate Film Production,185,FILM TV,Film and Television
5881988,431552200,{Varies},"{""""}","{""""}","{""Allakhverdyan, B.V""}",20S,Advanced Instrumental Studio: Clarinet,160D,MUSC,Music
5884661,430181200,{W},{4pm-6:50pm},"{""Schoenberg Music Building 1659""}","{""Li, C.""}",20S,World Music Specializations: Music of China--Ensemble,68A,ETHNMUS,Ethnomusicology
5883763,141066200,{TR},{2pm-4:50pm},"{""Broad Art Center 2250""}","{""Esposito, P.C."",""Akins, G.W.""}",20S,Form,22,DESMA,Design / Media Arts
5879783,447738200,{W},{2pm-4:50pm},"{""Rolfe Hall 1200""}","{""Wong, K."",""Lawson, J.M."",""Harrell, S.B."",""Reynoso, N.M."",""Meyers, G.D.""}",20S,Nonviolence and Social Movements,M173,LBR STD,Labor Studies
5885946,880900101,"{""Not scheduled""}","{""""}","{""""}","{""Stremitzer, A.""}",20S,Contract Design,900,LAW,Law
5883119,747067100,{T},{9am-11:50am},"{""Rolfe Hall 3115""}","{""Harris, K.K.""}",20S,Comparative and Historical Methods: Research Techniques,211B,SOCIOL,Sociology
5885724,318027230,{TR},{2pm-3:15pm},"{""Kinsey Science Teaching Pavilion 1220B""}","{""Pau, J.T.""}",20S,"Physics for Life Sciences Majors: Electricity, Magnetism, and Modern Physics",5C,PHYSICS,Physics
5881790,566626200,{W},{4:10pm-7pm},"{""Entrepreneurs Hall C315""}","{""Caro, F.""}",20S,Industry Seminar II,413,MGMTMSA,Management-Master of Science in Business Analytics
5886201,587361200,{MW},{2pm-3:50pm},"{""Boelter Hall 8500""}","{""Gu, Q.""}",20S,Machine Learning Algorithms,260,COM SCI,Computer Science
5886570,286480200,{TR},{11am-12:15pm},"{""Renee and David Kaplan Hall A65""}","{""Cooney, K.M.""}",20S,Ancient Egyptian Religion,M130,AN N EA,Ancient Near East
5878837,695240200,{W},{11am-1:50pm},"{""Renee and David Kaplan Hall 367""}","{""Cifola, B.""}",20S,Seminar: Akkadian Language,240,SEMITIC,Semitic
5881052,587581242,"{""Not scheduled""}","{""""}","{""""}","{""Sarrafzadeh, M.""}",20S,Research Seminar: Computer Science,298,COM SCI,Computer Science
5878928,445150200,{M},{4pm-5:50pm},"{""Royce Hall 190""}","{""Staub, S.D.""}",20S,Engaging Los Angeles,50SL,CESC,Community Engagement and Social Change
5879326,526238200,{TR},{1:30pm-3pm},"{""Mathematical Sciences 7121""}","{""Liou, K.""}",20S,Atmospheric Radiation,244A,A&O SCI,Atmospheric and Oceanic Sciences
5880478,628728201,{M},{5:30pm-9pm},"{""Education and Information Studies Building 111""}","{""Gill, M.A.""}",20S,Metadata,464,INF STD,Information Studies
5883593,596572200,{W},{3pm-5:50pm},"{""La Kretz Garden Pavilion 101""}","{""Carruth, A.B.""}",20S,Science Communications and Environmental Media,M290,ENGL,English
5884399,526188200,{TR},{10am-11:30am},"{""Mathematical Sciences 7121""}","{""Bianchi, D.""}",20S,Ocean Biogeochemical Dynamics and Climate,M235,A&O SCI,Atmospheric and Oceanic Sciences
5886007,356076201,{TR},{4pm-5:50pm},"{""Macgowan Hall East 102""}","{""Senior, T.C."",""Araiza, J.E.""}",20S,Acting Fundamentals,20,THEATER,Theater
5884368,839594234,{Varies},"{""""}","{""""}","{""Ozcan, A.""}",20S,MS Project Seminar,299,EC ENGR,Electrical and Computer Engineering
5878706,415093200,{MW},{3:30pm-4:45pm},"{""Royce Hall 160""}","{""Kresin, S.C.""}",20S,"Introduction to Slavic, East European, and Central Asian Cultures through Film",31,C&EE ST,Central and East European Studies
5883820,809540201,{W},{2pm-4:50pm},"{""Public Health, School of 61262""}","{""Kuo, A.A.""}",20S,Evolving Paradigms of Prevention: Interventions in Early Childhood,M290,HLT POL,Health Policy and Management
2534,542092200,{TR},{9am-10:50am},"{""Young Hall 3069""}","{""Neuhauser, D.""}",20W,Quantum Chemistry: Methods,C215B,CHEM,Chemistry and Biochemistry
4444,526571200,{Varies},"{""""}","{""""}","{""Stewart, A.L.""}",20W,Advanced Topics in Atmospheric Sciences: Numerical Modeling of Atmosphere,296A,A&O SCI,Atmospheric and Oceanic Sciences
1450,237024200,{MTWR},{11am-11:50am},"{""Haines Hall 122""}","{""Truong, H.T.""}",20W,Intermediate Italian,5,ITALIAN,Italian
2510,262457210,{MWF},{2pm-2:50pm},"{""Geology Building 4645""}","{""Hoff, D.J.""}",20W,Analysis,131B,MATH,Mathematics
2100,349008202,{MW},{9:30am-10:45am},"{""Public Affairs Building 1270""}","{""Bermudez Castro, C"",""Tobin, S.C.""}",20W,Elementary Spanish,2,SPAN,Spanish
1547522,142877202,{Varies},"{""""}","{""""}","{""Bowie, J.U.""}",20W,Research Apprenticeship in Chemistry and Biochemistry,196B,CHEM,Chemistry and Biochemistry
4685,196857201,{R},{4pm-5:50pm},"{""Renee and David Kaplan Hall 222B""}","{""Wilson, R.""}",20W,Undergraduate Practicum in English: Journals,M192,ENGL,English
3724,194528007,{TR},{2pm-3:50pm},"{""Haines Hall A76""}","{""Deuel, N.A.""}",20W,Topics in Creative Writing: Creative Nonfiction Essay in Journalism,M138,ENGCOMP,English Composition
991,660082201,{M},{1pm-3:50pm},"{""Cornell Hall D307""}","{""Fox, C.R.""}",20W,Managerial Decision Making,214,MGMT,Management
652,835702200,{R},{4pm-5:50pm},"{""Public Affairs Building 4371""}","{""Barreto, M.A."",""Dunn, C.F.""}",20W,Voting Rights Policy and Law II,M460B,SOC SC,Social Science
1717,356073201,{MW},{11am-12:50pm},"{""Macgowan Hall East 101""}","{""Wright, A.R.""}",20W,Voice in Performance,24B,THEATER,Theater
1341,121872202,{Varies},"{""""}","{""""}","{""Nguyen-Vo, T.""}",20W,Community or Corporate Internships in Asian American Studies,195,ASIA AM,Asian American Studies
3338722,447537201,{Varies},"{""""}","{""""}","{""Gaffney, L.M.""}",20W,Honors Contracts,189HC,LBR STD,Labor Studies
1987,128774200,{MW},{1pm-2:50pm},"{""Center for the Health Sciences 12077X""}","{""Barber, P.H."",""Barber-Choi, J.K.""}",20W,Communicating Science to Informal Audiences,C179,EE BIOL,Ecology and Evolutionary Biology
708,842619201,"{T,R}","{1pm-2:50pm,10am-11:50am}","{""Public Health, School of 41235"",""Public Health, School of 61235""}","{""Suffet, I.H."",""Que Hee, S.S.""}",20W,Instrumental Methods in Environmental Sciences,410A,ENV HLT,Environmental Health Sciences
2664550,428870202,{Varies},"{""""}","{""""}","{""Carruth, A.B."",""Anderson, J.D.""}",20W,Community and Corporate Internships in Food Studies,195CE,FOOD ST,Food Studies
2094,719195201,{TR},{9:30am-10:45am},"{""Public Affairs Building 2325""}","{""Cooper, K.""}",20W,Advanced Social Work Practice: Child Welfare,231J,SOC WLF,Social Welfare
4788,432057200,{R},{2pm-2:50pm},"{""Schoenberg Music Building 2449""}","{""Schwartz, J.A.""}",20W,UCLA Centennial Initiative: Punk U,19,MUSCLG,Musicology
1789,253546200,{MW},{10am-11:50am},"{""Haines Hall A78""}","{""Kelley, J.C.""}",20W,Current Methods of Language Teaching,M141,LING,Linguistics
5156,356681200,{T},{9am-12:50pm},"{""Macgowan Hall 2310C""}","{""Izumihara, Y.""}",20W,Graphic Representation of Design: Model Making,C155D,THEATER,Theater
671,287756200,{TR},{9:30am-10:45am},"{""Rolfe Hall 3115""}","{""Cooperson, M.D.""}",20W,Variable Topics in Arabic: Maltese,177,ARABIC,Arabic
245,663016200,{TR},{2pm-3:15pm},"{""Physics and Astronomy Building 1749""}","{""Madrid Padilla, O.""}",20W,Matrix Algebra and Optimization,202B,STATS,Statistics
3146,662542200,{WF},{3pm-3:50pm},"{""Mathematical Sciences 7608""}","{""Rouquier, R.A."",""Balmer, P."",""Totaro, B."",""Merkurjev, A.S.""}",20W,Participating Seminar: Current Literature in Algebra,290C,MATH,Mathematics
3514218,328895214,{Varies},"{""""}","{""""}","{""Silvers, J.A.""}",20W,Senior Project in Psychology,199A,PSYCH,Psychology
4532,407846201,{M},{12pm-2:50pm},"{""Dodd Hall 162""}","{""Taub, B.""}",20W,Variable Topics Senior Research Seminars: International and Area Studies: Chocolate in Americas: Bittersweet Bliss,191,I A STD,International and Area Studies
4193,595576201,{Varies},"{""""}","{""""}","{""Banerjee, A.S.""}",20W,Seminar: Advanced Topics in Materials Science and Engineering,296,MAT SCI,Materials Science and Engineering
3249,443733200,{Varies},"{""""}","{""""}","{""Ford, J.""}",20W,Instruction in Advanced Jazz Performance: Trumpet,171G,GJ STDS,Global Jazz Studies
3924,432823200,{W},{3pm-5:50pm},"{""Schoenberg Music Building 1354""}","{""Court, B.M.""}",20W,Capstone Seminar II: Creating the Project,187B,MUSCLG,Musicology
3832,263546200,{MW},{11am-11:50am},"{""Rolfe Hall 3134""}","{""Esfandiari, M.M."",""Stacy, S.""}",20W,Practice of Statistical Consulting,141SL,STATS,Statistics
582,228534101,{T},{9am-10:50am},"{""Broad Art Center 4258""}","{""Drucker, J.R.""}",20W,Letterpress Laboratory,139,INF STD,Information Studies
5003,439306200,{TR},{8am-9:50am},"{""Young Hall 2200""}","{""Candler, R.N.""}",20W,Engineering Electromagnetics,101A,EC ENGR,Electrical and Computer Engineering
3882,328832200,"{""Not scheduled""}","{""""}","{""""}","{""Karney, B.R.""}",20W,Individual Studies for USIE Facilitators,188SB,PSYCH,Psychology
437,119847200,{F},{10am-12:50pm},"{""Broad Art Center 1145""}","{""Garwood, A.L."",""Opie, C.S.""}",20W,Studio/Research Colloquia in Art,190,ART,Art
1870,237009204,"{TR,Varies}","{12:30pm-1:45pm,""""}","{""Royce Hall 152"",""""}","{""Truong, H.T.""}",20W,Elementary Italian--Continued,2,ITALIAN,Italian
4868,725546200,{M},{6pm-8:50pm},"{""Public Affairs Building 2343""}","{""Wells, W.R."",""Gancedo, K."",""Bardacke, T.M.""}",20W,Introduction to Sustainable Architecture and Community Planning,M291,URBN PL,Urban Planning
2664704,221855209,{Varies},"{""""}","{""""}","{""Myers, D.N.""}",20W,Honors Research in History,198C,HIST,History
1463,221064200,{MW},{9:30am-10:45am},"{""Renee and David Kaplan Hall 135""}","{""Lydon, G.E.""}",20W,History of Africa to 1800,M10A,HIST,History
957,145876214,{Varies},"{""""}","{""""}","{""Barber, P.H.""}",20W,"Research Apprenticeship I in Microbiology, Immunology, and Molecular Genetics",196A,MIMG,"Microbiology, Immunology, and Molecular Genetics"
1812,439361102,{T},{4pm-7:50pm},"{""Engineering IV 18132J""}","{""Mesghali, F."",""Song, W.""}",20W,Circuit Measurements Laboratory,110L,EC ENGR,Electrical and Computer Engineering
1360,221790200,{W},{9am-11:50am},"{""Royce Hall 148""}","{""Nasiali, M.A.""}",20W,Capstone Seminar: History--Europe: Imperial Cities,191C,HIST,History
351,438001205,{TR},{10am-11:50am},"{""Rolfe Hall 3135""}","{""Mack, K.S.""}",20W,Principles of Oral Communication,1,COMM,Communication
2908,356546200,{TR},{3pm-5:50pm},"{""Macgowan Hall 2330""}","{""Kazan, L."",""Taylor, D.A.""}",20W,Special Problems in Performance Techniques: Acting for Singer: The Season,138,THEATER,Theater
1269,324731200,{W},{4pm-6:50pm},"{""Rolfe Hall 3105""}","{""O'Neill, B.""}",20W,Negotiation,171D,POL SCI,Political Science
4957,196773200,{TR},{8am-9:50am},"{""Renee and David Kaplan Hall A26""}","{""Bristow, J.E.""}",20W,"Topics in Literature, circa 1850 to Present: Classics of British Children's Literature from Alice in Wonderland to Winnie-the-Pooh",179,ENGL,English
4710,610379200,{TR},{12pm-1:50pm},"{""Boelter Hall 2760""}","{""Rosen, J.""}",20W,Dynamics of Robotic Systems,263B,MECH&AE,Mechanical and Aerospace Engineering
2263,187350200,{TR},{4pm-5:50pm},"{""Franz Hall 1260""}","{""Zhang, L.""}",20W,Computer Network Fundamentals,118,COM SCI,Computer Science
2045,196113206,{MW},{4pm-5:50pm},"{""Royce Hall 160""}","{""Wei Ling, A."",""Goyal, Y.""}",20W,Critical Reading and Writing,4W,ENGL,English
4928,262660220,{MWF},{11am-11:50am},"{""Mathematical Sciences 5117""}","{""Iseli, A.U.""}",20W,Probability Theory I,170A,MATH,Mathematics
5410,514566200,{W},{10am-1pm},"{""Perloff Hall 1243A""}","{""Cuff, D."",""Rovner, M.A."",""Walcott, J.D.""}",20W,Theory of Architectural Programming,291,ARCH&UD,Architecture and Urban Design
3438,621082200,{R},{2pm-4:50pm},"{""Haines Hall A78""}","{""Marino, K.M.""}",20W,"History of Women, Men, Sexuality",213B,HIST,History
1253,222855201,{W},{4pm-5:50pm},"{""Bunche Hall 2174""}","{TA,""San Juan, C.D.""}",20W,Journal Club Seminars,193A,HNRS,Honors Collegium
2675,186361200,{TR},{4pm-5:50pm},"{""Mathematical Sciences 4000A""}","{""Bulu-Taciroglu, M.""}",20W,Introduction to Technology Management and Economics for Engineers,110,ENGR,Engineering
